Frame 0, Rot 0, Dist 0; 
Frame 827, Rot 0.0127616, Dist 0.045931; 
Frame 828, Rot 0.00789855, Dist 0.0174932; 
Frame 829, Rot 0.00231699, Dist 0.0113475; 
Frame 830, Rot 0.0115302, Dist 0.00400239; 
Frame 831, Rot 0, Dist0; 
Frame 832, Rot 0, Dist0; 
Frame 833, Rot 0, Dist0; 
Frame 834, Rot 0, Dist0; 
Frame 835, Rot 0, Dist0; 
Frame 836, Rot 1.72733, Dist 0.0623217; 
Frame 837, Rot 0.00567565, Dist 0.0304287; 
Frame 838, Rot 0.0092949, Dist 0.0348414; 
Frame 839, Rot 0.0251084, Dist 0.0521331; 
Frame 840, Rot 0, Dist0; 
Frame 841, Rot 0, Dist0; 
Frame 842, Rot 0, Dist0; 
Frame 843, Rot 0.984218, Dist 0.0722573; 
Frame 844, Rot 0, Dist0; 
Frame 845, Rot 0, Dist0; 
Frame 846, Rot 0, Dist0; 
Frame 847, Rot 0, Dist0; 
Frame 848, Rot 0.97171, Dist 0.0783183; 
Frame 849, Rot 0, Dist0; 
Frame 850, Rot 0.0155172, Dist 0.0911686; 
Frame 851, Rot 0, Dist0; 
Frame 852, Rot 0.932602, Dist 0.131389; 
Frame 853, Rot 0.00733831, Dist 0.0862967; 
Frame 854, Rot 0.00609479, Dist 0.0101991; 
Frame 855, Rot 0.00530015, Dist 0.00407208; 
Frame 856, Rot 0.00320432, Dist 0.036358; 
Frame 857, Rot 1.99999, Dist 0.0727066; 
Frame 858, Rot 1.99999, Dist 0.0226675; 
Frame 859, Rot 0.932884, Dist 0.067915; 
Frame 860, Rot 0.92676, Dist 0.0324485; 
Frame 861, Rot 0.00715749, Dist 0.0401553; 
Frame 862, Rot 1.99988, Dist 0.0781324; 
Frame 863, Rot 0.0242477, Dist 0.0637165; 
Frame 864, Rot 1.99999, Dist 0.00460314; 
Frame 865, Rot 0.923572, Dist 0.0263986; 
Frame 866, Rot 0.00451736, Dist 0.0166546; 
Frame 867, Rot 0.937522, Dist 0.00278316; 
Frame 868, Rot 0.940971, Dist 0.0454911; 
Frame 869, Rot 0.936454, Dist 0.0604266; 
Frame 870, Rot 0.000859181, Dist 0.0304487; 
Frame 871, Rot 0.00498426, Dist 0.0093059; 
Frame 872, Rot 0.00774136, Dist 0.0389439; 
Frame 873, Rot 0, Dist0; 
Frame 874, Rot 0, Dist0; 
Frame 875, Rot 0, Dist0; 
Frame 876, Rot 0.0202013, Dist 0.0113512; 
Frame 877, Rot 0.0158655, Dist 0.0480065; 
Frame 878, Rot 0.00484866, Dist 0.0296137; 
Frame 879, Rot 0, Dist0; 
Frame 880, Rot 0, Dist0; 
Frame 881, Rot 0.00564848, Dist 0.00862833; 
Frame 882, Rot 0.0216508, Dist 0.0239565; 
Frame 883, Rot 0, Dist0; 
Frame 884, Rot 0.00711297, Dist 0.0534901; 
Frame 885, Rot 0.0330838, Dist 0.0271797; 
Frame 886, Rot 0, Dist0; 
Frame 887, Rot 0.0112815, Dist 0.0348631; 
Frame 888, Rot 0.00832081, Dist 0.0434262; 
Frame 889, Rot 0.0064167, Dist 0.00264901; 
Frame 890, Rot 0, Dist0; 
Frame 891, Rot 0, Dist0; 
Frame 892, Rot 0.95666, Dist 0.076347; 
Frame 893, Rot 0.00568074, Dist 0.020502; 
Frame 894, Rot 0.0043549, Dist 0.0200845; 
Frame 895, Rot 0, Dist0; 
Frame 896, Rot 0, Dist0; 
Frame 897, Rot 0, Dist0; 
Frame 898, Rot 0.007521, Dist 0.0408451; 
Frame 899, Rot 0.0140031, Dist 0.00993948; 
Frame 900, Rot 0.0167355, Dist 0.00493932; 
Frame 901, Rot 0.00184938, Dist 0.0358395; 
Frame 902, Rot 0.0128042, Dist 0.105101; 
Frame 903, Rot 0.00900636, Dist 0.0172994; 
Frame 904, Rot 0.00484087, Dist 0.0183896; 
Frame 905, Rot 0.00770069, Dist 0.0280231; 
Frame 906, Rot 0, Dist0; 
Frame 907, Rot 0.00725715, Dist 0.0163134; 
Frame 908, Rot 0.00422937, Dist 0.0425607; 
Frame 909, Rot 0.00463258, Dist 0.00157905; 
Frame 910, Rot 0.0131649, Dist 0.0138276; 
Frame 911, Rot 0.00581968, Dist 0.0301464; 
Frame 912, Rot 0.00503972, Dist 0.0408156; 
Frame 913, Rot 0.00476933, Dist 0.0105891; 
Frame 914, Rot 0.00306014, Dist 0.0311852; 
Frame 915, Rot 0.0162542, Dist 0.0534486; 
Frame 916, Rot 0.001531, Dist 0.0292709; 
Frame 917, Rot 0.00580282, Dist 0.0294333; 
Frame 918, Rot 0.010774, Dist 0.0271428; 
Frame 919, Rot 0.00738907, Dist 0.0261102; 
Frame 919, Rot 1.1375, Dist 0.761875; 
Frame 920, Rot 1.13834, Dist 0.775857; 
Frame 921, Rot 0.00227077, Dist 0.0311366; 
Frame 922, Rot 0.00331928, Dist 0.00933143; 
Frame 923, Rot 0.0088478, Dist 0.018654; 
Frame 924, Rot 0.00428998, Dist 0.0375241; 
Frame 925, Rot 0.00698279, Dist 0.0447081; 
Frame 926, Rot 0.0110385, Dist 0.0609841; 
Frame 926, Rot 1.13289, Dist 0.713545; 
Frame 927, Rot 0.00860195, Dist 0.0406471; 
Frame 927, Rot 1.1297, Dist 0.608312; 
Frame 928, Rot 0.951022, Dist 0.0377569; 
Frame 929, Rot 0.94902, Dist 0.0570149; 
Frame 930, Rot 1.12324, Dist 0.605287; 
Frame 930, Rot 1.13043, Dist 0.693384; 
Frame 931, Rot 1.12777, Dist 0.712928; 
Frame 931, Rot 1.12999, Dist 0.725556; 
Frame 932, Rot 0.00877794, Dist 0.0575387; 
Frame 933, Rot 0.00673053, Dist 0.0636058; 
Frame 934, Rot 0, Dist0; 
Frame 935, Rot 1.127, Dist 0.735041; 
Frame 935, Rot 1.1258, Dist 0.752399; 
Frame 936, Rot 1.99999, Dist 0.036468; 
Frame 937, Rot 0, Dist0; 
Frame 938, Rot 1.99977, Dist 0.0625473; 
Frame 939, Rot 0.028168, Dist 0.0767368; 
Frame 940, Rot 1.12446, Dist 0.697155; 
Frame 940, Rot 1.65359, Dist 0.706331; 
Frame 941, Rot 1.9999, Dist 0.0600889; 
Frame 942, Rot 1.11396, Dist 0.641498; 
Frame 942, Rot 1.12106, Dist 0.703752; 
Frame 943, Rot 0.00392978, Dist 0.025514; 
Frame 944, Rot 1.12283, Dist 0.757706; 
Frame 944, Rot 1.11911, Dist 0.739068; 
Frame 945, Rot 1.1223, Dist 0.673772; 
Frame 945, Rot 1.65514, Dist 0.696849; 
Frame 946, Rot 0.00139507, Dist 0.00273809; 
Frame 947, Rot 1.66039, Dist 0.761233; 
Frame 948, Rot 0, Dist0; 
Frame 949, Rot 1.66611, Dist 0.773845; 
Frame 950, Rot 0.0083499, Dist 0.0366309; 
Frame 951, Rot 1.65923, Dist 0.657411; 
Frame 951, Rot 1.66117, Dist 0.665105; 
Frame 952, Rot 0.00713853, Dist 0.0090755; 
Frame 953, Rot 0.00913847, Dist 0.00793716; 
Frame 954, Rot 0.00779095, Dist 0.00271378; 
Frame 955, Rot 1.66516, Dist 0.650731; 
Frame 955, Rot 1.66394, Dist 0.671747; 
Frame 956, Rot 1.6643, Dist 0.617368; 
Frame 956, Rot 1.66278, Dist 0.650612; 
Frame 957, Rot 0.0216199, Dist 0.0645747; 
Frame 958, Rot 0.00642066, Dist 0.0171579; 
Frame 959, Rot 0.0109639, Dist 0.0695794; 
Frame 960, Rot 0.0040551, Dist 0.0178395; 
Frame 961, Rot 0.0128233, Dist 0.0169713; 
Frame 962, Rot 0.00873855, Dist 0.0295516; 
Frame 963, Rot 1.6649, Dist 0.640766; 
Frame 963, Rot 1.11258, Dist 0.635537; 
Frame 964, Rot 1.11331, Dist 0.629844; 
Frame 964, Rot 1.6621, Dist 0.640159; 
Frame 965, Rot 0, Dist0; 
Frame 966, Rot 1.99981, Dist 0.0243719; 
Frame 967, Rot 1.11827, Dist 0.65604; 
Frame 967, Rot 1.65733, Dist 0.657436; 
Frame 968, Rot 0.0101231, Dist 0.00698881; 
Frame 969, Rot 0, Dist0; 
Frame 970, Rot 0.0191821, Dist 0.0340591; 
Frame 971, Rot 0, Dist0; 
Frame 972, Rot 0, Dist0; 
Frame 973, Rot 1.99995, Dist 0.0523164; 
Frame 974, Rot 1.99985, Dist 0.00339198; 
Frame 975, Rot 1.65601, Dist 0.599157; 
Frame 975, Rot 1.65342, Dist 0.637778; 
Frame 976, Rot 0, Dist0; 
Frame 977, Rot 1.65173, Dist 0.60086; 
Frame 977, Rot 1.65293, Dist 0.587855; 
Frame 978, Rot 0.00978398, Dist 0.0222832; 
Frame 978, Rot 1.65064, Dist 0.608088; 
Frame 979, Rot 0, Dist0; 
Frame 980, Rot 1.65949, Dist 0.616695; 
Frame 981, Rot 0.0149288, Dist 0.037467; 
Frame 981, Rot 0.454981, Dist 0.932753; 
Frame 982, Rot 0.0959797, Dist 0.353725; 
Frame 982, Rot 0.488813, Dist 0.638598; 
Frame 983, Rot 0.486443, Dist 0.634368; 
Frame 983, Rot 0.492836, Dist 0.644087; 
Frame 984, Rot 1.93558, Dist 0.61048; 
Frame 984, Rot 1.93635, Dist 0.607386; 
Frame 985, Rot 1.66316, Dist 0.610183; 
Frame 985, Rot 1.66358, Dist 0.625481; 
Frame 986, Rot 0.00891788, Dist 0.0102308; 
Frame 987, Rot 1.78807, Dist 70.1666; 
Frame 987, Rot 1.78801, Dist 70.2007; 
Frame 988, Rot 0.524497, Dist 33.5544; 
Frame 988, Rot 0.524024, Dist 33.5582; 
Frame 989, Rot 0.495524, Dist 0.592223; 
Frame 989, Rot 0.495321, Dist 0.591126; 
Frame 990, Rot 1.66783, Dist 0.598288; 
Frame 990, Rot 1.66924, Dist 0.604644; 
Frame 991, Rot 1.09979, Dist 0.593666; 
Frame 991, Rot 1.10106, Dist 0.608024; 
Frame 992, Rot 1.38709, Dist 22.1121; 
Frame 992, Rot 1.38649, Dist 22.1318; 
Frame 993, Rot 1.8159, Dist 7.50911; 
Frame 993, Rot 1.81593, Dist 7.50643; 
Frame 994, Rot 1.69711, Dist 441.544; 
Frame 994, Rot 1.69566, Dist 441.543; 
Frame 995, Rot 0.483478, Dist 0.581467; 
Frame 995, Rot 0.483908, Dist 0.585895; 
Frame 996, Rot 0.485288, Dist 0.583045; 
Frame 996, Rot 0.487928, Dist 0.592373; 
Frame 997, Rot 0.00270927, Dist 0.00663244; 
Frame 997, Rot 0.486433, Dist 0.582184; 
Frame 998, Rot 0.485427, Dist 0.580091; 
Frame 998, Rot 1.1036, Dist 0.574996; 
Frame 999, Rot 1.27034, Dist 0.0281926; 
Frame 999, Rot 0.479192, Dist 0.596251; 
Frame 1000, Rot 0.477329, Dist 0.579397; 
Frame 1000, Rot 0.48122, Dist 0.589279; 
Frame 1001, Rot 0.486607, Dist 0.616761; 
Frame 1001, Rot 0.484205, Dist 0.622533; 
Frame 1002, Rot 0.480515, Dist 0.599108; 
Frame 1002, Rot 0.481222, Dist 0.60397; 
Frame 1003, Rot 0.478416, Dist 0.604304; 
Frame 1003, Rot 0.481533, Dist 0.602738; 
Frame 1004, Rot 0.000658611, Dist 0.00364184; 
Frame 1005, Rot 0.477428, Dist 0.599338; 
Frame 1005, Rot 0.474087, Dist 0.609756; 
Frame 1006, Rot 0.467225, Dist 0.602176; 
Frame 1006, Rot 0.474532, Dist 0.598948; 
Frame 1007, Rot 1.81647, Dist 62.9419; 
Frame 1007, Rot 1.81759, Dist 62.9405; 
Frame 1008, Rot 0.479869, Dist 0.579019; 
Frame 1008, Rot 0.4825, Dist 0.598364; 
Frame 1009, Rot 0.35661, Dist 814.529; 
Frame 1009, Rot 0.355431, Dist 814.516; 
Frame 1010, Rot 0.00430944, Dist 0.0269865; 
Frame 1011, Rot 0.480503, Dist 0.585882; 
Frame 1011, Rot 0.480892, Dist 0.600379; 
Frame 1012, Rot 0.480786, Dist 0.590337; 
Frame 1012, Rot 0.483981, Dist 0.601211; 
Frame 1013, Rot 0.485619, Dist 0.593516; 
Frame 1013, Rot 0.486957, Dist 0.60272; 
Frame 1014, Rot 0.483859, Dist 0.585505; 
Frame 1014, Rot 0.482456, Dist 0.591394; 
Frame 1015, Rot 1.09061, Dist 0.591959; 
Frame 1015, Rot 1.09283, Dist 0.597756; 
Frame 1016, Rot 0.577057, Dist 27.4376; 
Frame 1016, Rot 0.5767, Dist 27.4511; 
Frame 1017, Rot 0.824887, Dist 6.32481; 
Frame 1017, Rot 0.824882, Dist 6.32843; 
Frame 1018, Rot 0.00373804, Dist 0.0211588; 
Frame 1019, Rot 1.99999, Dist 0.00723532; 
Frame 1019, Rot 1.89318, Dist 11.2409; 
Frame 1020, Rot 0.296067, Dist 72.2311; 
Frame 1020, Rot 1.96003, Dist 83.4677; 
Frame 1021, Rot 1.70389, Dist 6.83898; 
Frame 1021, Rot 1.04249, Dist 6.84859; 
Frame 1022, Rot 1.93711, Dist 0.577173; 
Frame 1022, Rot 1.93821, Dist 0.577547; 
Frame 1023, Rot 1.68077, Dist 0.56268; 
Frame 1023, Rot 1.67853, Dist 0.576028; 
Frame 1024, Rot 1.95911, Dist 4.81844; 
Frame 1024, Rot 1.95867, Dist 4.82586; 
Frame 1025, Rot 1.93958, Dist 4.70824; 
Frame 1025, Rot 1.93925, Dist 4.70182; 
Frame 1026, Rot 0.00316593, Dist 0.0122161; 
Frame 1027, Rot 0.00843372, Dist 0.0433879; 
Frame 1028, Rot 1.63885, Dist 18490.4; 
Frame 1028, Rot 1.63875, Dist 18490.4; 
Frame 1029, Rot 0.493295, Dist 0.609543; 
Frame 1029, Rot 0.497484, Dist 0.613448; 
Frame 1030, Rot 0.482421, Dist 0.600459; 
Frame 1030, Rot 0.471859, Dist 0.605232; 
Frame 1031, Rot 0.466044, Dist 0.66705; 
Frame 1031, Rot 0.466063, Dist 0.662038; 
Frame 1032, Rot 0.0182881, Dist 0.00321544; 
Frame 1033, Rot 0.0143102, Dist 0.0176648; 
Frame 1034, Rot 1.99993, Dist 0.0619177; 
Frame 1035, Rot 1.09147, Dist 0.505234; 
Frame 1035, Rot 1.67184, Dist 0.508812; 
Frame 1036, Rot 1.1382, Dist 1.12466; 
Frame 1036, Rot 1.1297, Dist 1.1367; 
Frame 1037, Rot 1.94031, Dist 5.35833; 
Frame 1037, Rot 1.94102, Dist 5.35904; 
Frame 1038, Rot 1.02133, Dist 215.055; 
Frame 1038, Rot 1.0182, Dist 215.066; 
Frame 1039, Rot 1.68493, Dist 0.571185; 
Frame 1039, Rot 1.68483, Dist 0.579025; 
Frame 1040, Rot 0.0044179, Dist 0.0039132; 
Frame 1041, Rot 1.94199, Dist 0.626743; 
Frame 1041, Rot 1.94165, Dist 0.641373; 
Frame 1042, Rot 0.473864, Dist 0.623973; 
Frame 1042, Rot 0.475259, Dist 0.61295; 
Frame 1043, Rot 1.68616, Dist 0.535429; 
Frame 1043, Rot 1.68479, Dist 0.547948; 
Frame 1044, Rot 1.68507, Dist 0.547486; 
Frame 1044, Rot 1.68506, Dist 0.55372; 
Frame 1045, Rot 1.90297, Dist 11.939; 
Frame 1045, Rot 1.90345, Dist 11.9424; 
Frame 1046, Rot 1.94003, Dist 0.55938; 
Frame 1046, Rot 1.94042, Dist 0.560829; 
Frame 1047, Rot 1.68364, Dist 0.536454; 
Frame 1047, Rot 1.07478, Dist 0.543044; 
Frame 1048, Rot 1.94099, Dist 0.573811; 
Frame 1048, Rot 0.486716, Dist 0.56671; 
Frame 1049, Rot 0.479082, Dist 0.604165; 
Frame 1049, Rot 0.481763, Dist 0.577124; 
Frame 1050, Rot 1.69525, Dist 0.511071; 
Frame 1050, Rot 1.6893, Dist 0.536323; 
Frame 1051, Rot 0.490916, Dist 0.58033; 
Frame 1051, Rot 0.494847, Dist 0.57219; 
Frame 1052, Rot 1.72153, Dist 1.40079; 
Frame 1052, Rot 1.71889, Dist 1.44311; 
Frame 1053, Rot 0.475093, Dist 0.586481; 
Frame 1053, Rot 1.94309, Dist 0.594487; 
Frame 1054, Rot 1.73578, Dist 1.9385; 
Frame 1054, Rot 0.993598, Dist 1.95414; 
Frame 1055, Rot 1.68896, Dist 0.539791; 
Frame 1055, Rot 1.69143, Dist 0.541016; 
Frame 1056, Rot 0.956177, Dist 2.73201; 
Frame 1056, Rot 0.959895, Dist 2.73964; 
Frame 1057, Rot 1.39881, Dist 11932.2; 
Frame 1057, Rot 1.42898, Dist 11932.2; 
Frame 1058, Rot 1.94359, Dist 0.605185; 
Frame 1058, Rot 0.465526, Dist 0.602799; 
Frame 1059, Rot 0.474341, Dist 0.573123; 
Frame 1059, Rot 0.477453, Dist 0.582341; 
Frame 1060, Rot 1.6912, Dist 0.538187; 
Frame 1060, Rot 1.69066, Dist 0.542652; 
Frame 1061, Rot 1.69049, Dist 0.532415; 
Frame 1061, Rot 1.06568, Dist 0.529492; 
Frame 1062, Rot 0.497179, Dist 10.4338; 
Frame 1062, Rot 1.93747, Dist 10.4705; 
Frame 1063, Rot 1.06339, Dist 0.556185; 
Frame 1063, Rot 1.06465, Dist 0.55638; 
Frame 1064, Rot 1.0633, Dist 0.568527; 
Frame 1064, Rot 1.06199, Dist 0.575786; 
Frame 1065, Rot 1.70476, Dist 127.308; 
Frame 1065, Rot 1.70847, Dist 127.314; 
Frame 1066, Rot 1.54964, Dist 165.005; 
Frame 1066, Rot 1.5502, Dist 165.025; 
Frame 1067, Rot 1.05921, Dist 0.577171; 
Frame 1067, Rot 1.69969, Dist 0.5734; 
Frame 1068, Rot 1.69934, Dist 0.561198; 
Frame 1068, Rot 1.69936, Dist 0.57135; 
Frame 1069, Rot 1.69908, Dist 0.560202; 
Frame 1069, Rot 1.69994, Dist 0.568881; 
Frame 1070, Rot 0.825843, Dist 4.52479; 
Frame 1070, Rot 1.82116, Dist 4.52712; 
Frame 1071, Rot 0.711337, Dist 6.40552; 
Frame 1071, Rot 0.709646, Dist 6.39755; 
Frame 1072, Rot 1.05358, Dist 0.574684; 
Frame 1072, Rot 1.05308, Dist 0.582974; 
Frame 1073, Rot 1.05428, Dist 0.573374; 
Frame 1073, Rot 1.69885, Dist 0.576097; 
Frame 1074, Rot 1.69877, Dist 0.575924; 
Frame 1074, Rot 1.69868, Dist 0.581557; 
Frame 1075, Rot 1.69863, Dist 0.581791; 
Frame 1075, Rot 1.69786, Dist 0.581337; 
Frame 1076, Rot 1.69673, Dist 0.578084; 
Frame 1076, Rot 1.0532, Dist 0.578887; 
Frame 1077, Rot 0.00280031, Dist 0.0163049; 
Frame 1077, Rot 1.05448, Dist 0.579225; 
Frame 1078, Rot 1.2627, Dist 0.00594772; 
Frame 1078, Rot 1.93975, Dist 0.578037; 
Frame 1079, Rot 1.93117, Dist 7.35633; 
Frame 1079, Rot 1.93079, Dist 7.36835; 
Frame 1080, Rot 0.716328, Dist 6.07576; 
Frame 1080, Rot 0.713807, Dist 6.07903; 
Frame 1081, Rot 1.94032, Dist 0.566019; 
Frame 1081, Rot 1.94184, Dist 0.572887; 
Frame 1082, Rot 1.94123, Dist 0.58936; 
Frame 1082, Rot 1.94032, Dist 0.598691; 
Frame 1083, Rot 0.00599294, Dist 0.0168256; 
Frame 1083, Rot 1.93827, Dist 0.587238; 
Frame 1084, Rot 1.93913, Dist 0.599111; 
Frame 1084, Rot 1.88415, Dist 6.72778; 
Frame 1085, Rot 1.88404, Dist 6.73089; 
Frame 1085, Rot 1.9421, Dist 0.641944; 
Frame 1086, Rot 1.94001, Dist 0.633792; 
Frame 1087, Rot 0.00856234, Dist 0.00882954; 
Frame 1088, Rot 1.9655, Dist 11.063; 
Frame 1088, Rot 1.96475, Dist 11.1124; 
Frame 1089, Rot 0.341948, Dist 3.89384; 
Frame 1089, Rot 0.341602, Dist 3.90307; 
Frame 1090, Rot 0.665958, Dist 6.81454; 
Frame 1090, Rot 0.66736, Dist 6.81913; 
Frame 1091, Rot 1.03038, Dist 3.85151; 
Frame 1091, Rot 1.03125, Dist 3.85456; 
Frame 1092, Rot 1.75324, Dist 2.73492; 
Frame 1092, Rot 1.75433, Dist 2.74112; 
Frame 1093, Rot 1.85475, Dist 5.84137; 
Frame 1093, Rot 1.85392, Dist 5.85325; 
Frame 1094, Rot 1.93898, Dist 0.588891; 
Frame 1094, Rot 1.93887, Dist 0.584843; 
Frame 1095, Rot 0.00568682, Dist 0.01569; 
Frame 1095, Rot 1.93822, Dist 0.59466; 
Frame 1096, Rot 2, Dist 0.011641; 
Frame 1096, Rot 0.49104, Dist 0.590376; 
Frame 1097, Rot 1.0796, Dist 0.590035; 
Frame 1097, Rot 1.07973, Dist 0.591169; 
Frame 1098, Rot 1.59687, Dist 13631; 
Frame 1098, Rot 1.59634, Dist 13631; 
Frame 1099, Rot 0.500029, Dist 8.7302; 
Frame 1099, Rot 0.501854, Dist 8.73709; 
Frame 1100, Rot 1.89711, Dist 14.1102; 
Frame 1100, Rot 1.89727, Dist 14.1131; 
Frame 1101, Rot 0.639091, Dist 9.50662; 
Frame 1101, Rot 0.634164, Dist 9.50712; 
Frame 1102, Rot 1.87751, Dist 6.29433; 
Frame 1102, Rot 1.87589, Dist 6.29721; 
Frame 1103, Rot 0.00522617, Dist 0.0126187; 
Frame 1103, Rot 1.28616, Dist 10.5137; 
Frame 1104, Rot 1.28536, Dist 10.5115; 
Frame 1104, Rot 1.93868, Dist 0.588826; 
Frame 1105, Rot 0.622247, Dist 8.6979; 
Frame 1105, Rot 1.94764, Dist 9.1416; 
Frame 1106, Rot 0.00338105, Dist 0.00665288; 
Frame 1106, Rot 1.91205, Dist 8.58606; 
Frame 1107, Rot 0.188384, Dist 28.1024; 
Frame 1107, Rot 1.90602, Dist 36.6688; 
Frame 1108, Rot 0.962516, Dist 282.122; 
Frame 1108, Rot 0.959731, Dist 282.094; 
Frame 1109, Rot 1.79549, Dist 19.3119; 
Frame 1109, Rot 1.79509, Dist 19.3112; 
Frame 1110, Rot 1.9209, Dist 8.70069; 
Frame 1110, Rot 1.92194, Dist 8.69982; 
Frame 1111, Rot 1.95489, Dist 5.96466; 
Frame 1111, Rot 1.95483, Dist 5.9775; 
Frame 1112, Rot 1.93921, Dist 0.565995; 
Frame 1112, Rot 1.93985, Dist 0.572672; 
Frame 1113, Rot 1.82881, Dist 5.52331; 
Frame 1113, Rot 1.82855, Dist 5.51415; 
Frame 1114, Rot 1.82881, Dist 5.37381; 
Frame 1114, Rot 1.83146, Dist 5.37357; 
Frame 1115, Rot 0.00272367, Dist 0.0111616; 
Frame 1116, Rot 0.00793738, Dist 0.0201281; 
Frame 1117, Rot 0.0116588, Dist 0.0028098; 
Frame 1118, Rot 0.00477924, Dist 0.00315838; 
Frame 1119, Rot 0.00491663, Dist 0.0328483; 
Frame 1120, Rot 0.00384578, Dist 0.00580889; 
Frame 1121, Rot 0.0113077, Dist 0.00624774; 
Frame 1122, Rot 0.00403314, Dist 0.00732738; 
Frame 1123, Rot 0.00941584, Dist 0.00453967; 
Frame 1124, Rot 0.00907412, Dist 0.0317137; 
Frame 1125, Rot 0.00592041, Dist 0.0101966; 
Frame 1126, Rot 0.00363319, Dist 0.0244867; 
Frame 1127, Rot 0.00296837, Dist 0.0014222; 
Frame 1128, Rot 0.00323489, Dist 0.0119696; 
Frame 1129, Rot 0.0100078, Dist 0.00249458; 
Frame 1130, Rot 0.0133748, Dist 0.0198196; 
Frame 1131, Rot 0.0109377, Dist 0.0314509; 
Frame 1132, Rot 0.0123004, Dist 0.0215187; 
Frame 1133, Rot 0.0129521, Dist 0.0112807; 
Frame 1134, Rot 0.00840462, Dist 0.0359465; 
Frame 1135, Rot 0.00332955, Dist 0.00712999; 
Frame 1136, Rot 0.00311022, Dist 0.00502612; 
Frame 1137, Rot 0.00615314, Dist 0.00265019; 
Frame 1138, Rot 0.0067938, Dist 0.0155304; 
Frame 1139, Rot 0.0087605, Dist 0.00885478; 
Frame 1140, Rot 0.00942866, Dist 0.00908872; 
Frame 1141, Rot 0.00477933, Dist 0.0142559; 
Frame 1142, Rot 0.00534009, Dist 0.00873103; 
Frame 1143, Rot 0.006222, Dist 0.00292653; 
Frame 1144, Rot 0.00768549, Dist 0.0138561; 
Frame 1145, Rot 0.0063497, Dist 0.0177929; 
Frame 1146, Rot 0.00284092, Dist 0.0023868; 
Frame 1147, Rot 0.00317171, Dist 0.0081871; 
Frame 1148, Rot 0.00502786, Dist 0.00971235; 
Frame 1149, Rot 0.00294283, Dist 0.00194902; 
Frame 1150, Rot 0.0054064, Dist 0.00446314; 
Frame 1151, Rot 0.00181227, Dist 0.0120717; 
Frame 1152, Rot 0.00602684, Dist 0.00393373; 
Frame 1153, Rot 0.0063582, Dist 0.0158953; 
Frame 1154, Rot 0.0029343, Dist 0.00793529; 
Frame 1155, Rot 0.00366951, Dist 0.00323786; 
Frame 1156, Rot 0.00517432, Dist 0.00795039; 
Frame 1157, Rot 0.00265999, Dist 0.00427431; 
Frame 1158, Rot 0.00449227, Dist 0.00654988; 
Frame 1159, Rot 0.00134636, Dist 0.0131911; 
Frame 1160, Rot 0.00125894, Dist 0.00863751; 
Frame 1161, Rot 0.00801902, Dist 0.00459779; 
Frame 1162, Rot 0.00814061, Dist 0.00670429; 
Frame 1163, Rot 0.00569974, Dist 0.00811858; 
Frame 1164, Rot 0.00817906, Dist 0.00306581; 
Frame 1165, Rot 0.00972739, Dist 0.00180128; 
Frame 1166, Rot 0.00249231, Dist 0.00935902; 
Frame 1167, Rot 0.015999, Dist 0.00723695; 
Frame 1168, Rot 0.00793996, Dist 0.0121241; 
Frame 1169, Rot 0.00801122, Dist 0.00881057; 
Frame 1170, Rot 0.00384629, Dist 0.00408281; 
Frame 1171, Rot 0.00248654, Dist 0.00551667; 
Frame 1172, Rot 0.00497686, Dist 0.00838817; 
Frame 1173, Rot 0.0043544, Dist 0.00560062; 
Frame 1174, Rot 0.00479176, Dist 0.00120891; 
Frame 1175, Rot 0.00296032, Dist 0.00801061; 
Frame 1176, Rot 0.0134016, Dist 0.00334701; 
Frame 1177, Rot 0.0125479, Dist 0.00139732; 
Frame 1178, Rot 0.024091, Dist 0.00610538; 
Frame 1179, Rot 0.00479279, Dist 0.00345243; 
Frame 1180, Rot 0.00699756, Dist 0.0140665; 
Frame 1181, Rot 0.00465211, Dist 0.006097; 
Frame 1182, Rot 0.00352501, Dist 0.00684532; 
Frame 1183, Rot 0.0120566, Dist 0.00387755; 
Frame 1184, Rot 0.0110508, Dist 0.00822906; 
Frame 1185, Rot 0.00150855, Dist 0.00702638; 
Frame 1186, Rot 0.0022143, Dist 0.00623507; 
Frame 1187, Rot 0.00186995, Dist 0.00916771; 
Frame 1188, Rot 0.00324426, Dist 0.00442884; 
Frame 1189, Rot 0.00731865, Dist 0.00161384; 
Frame 1190, Rot 0.00797323, Dist 0.00996651; 
Frame 1191, Rot 0.00448429, Dist 0.0107237; 
Frame 1192, Rot 0.00778256, Dist 0.00455682; 
Frame 1193, Rot 0.00318947, Dist 0.00447092; 
Frame 1194, Rot 0.00385497, Dist 0.00121764; 
Frame 1195, Rot 0.00148045, Dist 0.00737699; 
Frame 1196, Rot 0.00345872, Dist 0.00644482; 
Frame 1197, Rot 0.00184517, Dist 0.00409056; 
Frame 1198, Rot 0.000787895, Dist 0.00694651; 
Frame 1199, Rot 0.00313302, Dist 0.00193136; 
Frame 1200, Rot 0.00358176, Dist 0.0065671; 
Frame 1201, Rot 0.00519945, Dist 0.00350757; 
Frame 1202, Rot 0.00718428, Dist 0.00705692; 
Frame 1203, Rot 0.00851034, Dist 0.00290265; 
Frame 1204, Rot 0.00161969, Dist 0.00559248; 
Frame 1205, Rot 0.00271423, Dist 0.00584426; 
Frame 1206, Rot 0.00716978, Dist 0.00500568; 
